matricule,first_name,last_name,date_naiss,gender,ministry,grade,diff_recens,diff_conges,diff_travail,actif
201064-N,Dael,Blundin,8/8/1985,Female,MINSUP,A,11666354,2527947,517962356,1
773539-A,Flossy,Bettleson,6/4/1991,Female,MINEDUB,A,8874836,81353,540393849,1
502166-A,Christoper,Winsper,3/12/1974,Male,MINSUP,B,4385451,2226589,1451423433,1
363472-I,Hammad,Cobbin,5/13/1990,Male,MINREX,D,11404224,550851,604697339,1
639516-N,Parry,Nicholes,1/12/1999,Male,MINEDUB,B,8571440,1844274,227536294,1
737929-P,Ashley,Rodder,8/25/1990,Male,MINCOM,D,10850922,1551647,900326918,1
771038-Z,Boniface,Hewson,12/20/1983,Male,MINREX,B,212981,2427675,679908304,1
710384-I,Chantal,Kerby,2/22/2002,Female,MINSEC,A,7847226,1647837,420406393,1
387575-J,Tiffanie,Costall,2/26/1989,Female,MINSUP,B,15497721,435704,1085272237,1
209167-F,Maddie,Nyssens,1/6/2002,Male,MINCOM,C,10306153,484534,206969586,1
520728-P,Betti,Brabbs,7/2/1992,Female,MINFI,B,1831346,2570510,201947455,1
614607-V,Ximenes,Ruusa,12/2/1990,Male,MINEDUB,D,14411993,1239235,1710804619,1
881478-V,Leoline,Speke,7/23/1991,Female,MINREX,D,11372864,445200,1342643182,1
598760-X,Roderich,Hellings,2/18/1979,Male,MINFI,A,11493832,156627,444254790,1
955756-O,Morly,Meeking,3/16/2000,Male,MINFI,A,6352778,2307665,1670736881,1
963141-K,Judon,Pariso,7/15/1997,Male,MINREX,B,3182624,564526,602260698,1
632757-O,Jan,Devanney,2/21/1985,Female,MINFI,D,7137282,1493130,1625693966,1
758871-Z,Vivianna,Feeney,4/6/1972,Female,MINSUP,C,5213542,504525,464790966,1
706125-O,Marni,Iacovides,7/29/1990,Female,MINEDUB,B,3416350,351634,1029240539,1
557113-I,Harbert,Cotterell,2/18/1986,Male,MINSUP,D,8113280,881440,277432850,1
918674-J,Crawford,MacKnight,2/26/1990,Male,MINREX,B,8321563,43433,383459060,1
844647-A,Natale,Kemell,11/14/1971,Agender,MINEDUB,A,13393623,1600852,78485024,1
233250-Y,Zared,Duffield,6/18/1988,Male,MINSEC,D,2655479,1787232,1288135817,1
384507-S,Gloriana,Hantusch,6/12/1977,Genderqueer,MINREX,D,979636,1001547,1623781460,1
301856-C,Wilie,Shorto,3/19/1996,Female,MINSUP,B,5286214,282234,949605742,1
390237-Q,Em,Jerg,5/23/1987,Male,MINFI,B,12900491,2159831,1102349008,1
211845-N,Ambros,Jeremiah,1/22/1973,Male,MINSUP,C,9270424,1555292,242246111,1
124256-A,Courtnay,Marin,12/19/1993,Female,MINREX,C,12185624,84295,1847717853,1
242533-Q,Fonz,Rameaux,8/17/1994,Male,MINSUP,C,5579113,2039353,1488792491,1
584934-G,Deedee,Rameaux,1/20/2000,Female,MINREX,C,10550850,99861,503018964,1
313818-V,Holmes,Roast,1/23/1979,Male,MINSUP,C,10818885,2152182,826491838,1
789548-U,Olenka,Skewis,10/20/1998,Female,MINCOM,B,15418593,1642595,1736470733,1
742627-G,Zenia,Cumming,9/30/1972,Female,MINFI,C,3407314,967600,1694123018,1
903753-O,Halsey,Sissens,12/11/1987,Male,MINSUP,D,714476,2364242,354698278,1
462913-C,Gram,McArd,12/12/1972,Male,MINREX,A,5355639,269829,502077274,1
375306-T,Humbert,Sire,9/23/1976,Non-binary,MINEDUB,A,13365014,1633740,167280043,1
082790-I,Alissa,Roblou,11/6/1989,Female,MINREX,B,15853316,2347067,215177974,1
973869-E,Carolin,Marsy,6/19/1991,Female,MINSUP,A,239516,2217451,982974852,1
651731-M,Helenka,Harriday,4/30/1977,Female,MINCOM,D,12344234,1319507,920953308,1
656858-A,Graig,McBratney,6/8/1991,Bigender,MINFI,C,6156330,1849259,1464288903,1
143757-L,Leodora,Harkus,10/25/1994,Female,MINREX,B,3335853,466973,1787251879,1
847373-R,Baily,Hablet,4/5/1996,Agender,MINFI,C,4749880,1270025,314450368,1
736727-T,Zeb,Boothman,1/9/1998,Male,MINREX,D,9815794,1241049,217800781,1
155164-D,Josey,Folonin,6/22/1990,Female,MINEDUB,A,15133669,2418980,1556342813,1
895689-S,Mei,Allchin,4/2/1987,Female,MINEDUB,C,14770801,342354,1004780269,1
218523-N,Viv,Conen,8/17/1974,Female,MINSUP,C,4984067,1163463,104480858,1
895234-K,Andras,Rowter,9/23/1985,Male,MINCOM,D,8600911,2084038,1300413737,1
785228-I,Cirilo,Darnbrough,4/14/1973,Male,MINEDUB,A,6804305,820513,642508254,1
587091-K,Ollie,Annesley,9/14/1998,Female,MINFI,C,9974986,1972857,1427773275,1
881403-V,Felicio,Totton,8/6/1985,Male,MINSEC,A,5775154,81414,1587261958,1
612511-A,Coletta,Stennings,7/4/1999,Female,MINSUP,B,10810128,693063,788584026,1
832146-Q,Celia,Duckerin,3/6/1970,Female,MINSEC,A,13061517,1074192,585134098,1
907805-G,Davidde,Blaksley,12/18/1989,Male,MINFI,B,15160217,1719818,1497137628,1
346577-S,Geoff,Oager,10/8/2002,Male,MINEDUB,D,5761675,901788,1576769702,1
772483-F,Broderick,Windmill,10/7/1982,Bigender,MINEDUB,D,3543101,962772,404981896,1
285410-V,Arlen,Masurel,6/15/1977,Male,MINFI,D,8484569,1839184,1075075788,1
876649-V,Zechariah,Overshott,3/16/1983,Male,MINREX,A,13419128,1080393,488447643,1
878180-L,Symon,Connikie,3/20/1999,Male,MINSEC,C,9647878,66941,1540846926,1
135310-S,Allianora,Szachniewicz,3/27/1973,Female,MINCOM,B,6706164,85889,1152930122,1
148606-R,Merwyn,Danser,8/21/1992,Male,MINSEC,B,4320069,368176,1727992267,1
910655-Y,Allyce,Bonick,12/20/1999,Female,MINREX,B,11509282,375591,844274175,1
338528-P,Davide,Corr,11/2/1983,Male,MINSEC,C,7964195,2031895,176271588,1
692680-N,Brewer,Carlick,12/31/1973,Male,MINSUP,A,4286091,1694941,510736286,1
412938-C,Mickie,Liebmann,8/21/1996,Female,MINFI,C,7487370,1464956,401343902,1
525940-K,Matthiew,Redhole,11/16/1975,Male,MINEDUB,C,4777339,973934,1128887056,1
405671-O,Humfrid,Clackson,4/14/1982,Male,MINEDUB,B,10097640,1631049,1708268547,1
633591-A,Georgena,Offill,12/12/1989,Female,MINFI,C,11800367,2288161,227876254,1
769023-N,Eula,Stotherfield,5/14/1999,Female,MINFI,B,1163639,2382049,386196183,1
488346-T,Tabbie,Poll,4/1/1998,Non-binary,MINEDUB,D,10988656,2354686,1874988888,1
046828-Q,Olav,Tumelty,5/15/1972,Bigender,MINFI,B,4060837,2025106,470738066,1
142870-E,Regan,Juste,2/12/1978,Female,MINFI,B,2604123,1067584,1247670048,1
691190-U,Rory,Lawful,12/18/2002,Male,MINSEC,D,11211472,27263,973929925,1
226091-I,Heather,Jarville,10/27/1986,Female,MINFI,D,6066956,13582,1480012671,1
008897-L,Derwin,MacCleod,2/20/1973,Male,MINREX,D,4886719,1500186,948079614,1
402671-S,Hilly,Stillgoe,4/16/1997,Male,MINSEC,B,15309426,1831256,1406688468,1
016999-U,Morse,Liddon,10/27/1976,Male,MINREX,C,5953580,1351728,506489003,1
080653-J,Glenn,Copcote,4/14/1982,Female,MINSUP,D,8620385,143294,1592332378,1
435646-E,Luciano,Dooler,1/19/2000,Male,MINFI,C,10835040,1226759,1110952875,1
282296-M,Bridgette,Sheeran,11/18/1974,Female,MINSEC,D,7408472,273654,1821965419,1
198428-L,Dur,Cass,7/8/2000,Male,MINEDUB,D,6159482,275756,1690892979,1
159119-Q,Ezekiel,Galbraeth,12/28/1997,Male,MINSEC,A,2120912,1555770,721639681,1
794132-M,Elbertina,Slatford,5/28/1992,Female,MINREX,B,8038956,1227701,305993002,1
416030-V,Alain,Mathevet,3/12/1991,Male,MINEDUB,C,10874739,223416,772677904,1
573529-A,Gertruda,Paumier,2/19/1977,Female,MINSEC,A,644743,1392462,82090765,1
007914-J,Calley,Clipson,5/19/1986,Female,MINSUP,B,14846213,1316654,1586848121,1
138565-Y,Chas,Artis,11/26/1981,Male,MINREX,D,1104882,1869432,504584505,1
314323-R,Hillier,Manser,6/12/2001,Male,MINSEC,C,6159016,1795199,1551340041,1
477541-C,Auroora,Moat,12/23/1976,Female,MINCOM,B,9043618,247491,546338053,1
047748-Z,Mohandis,Whillock,4/30/1982,Non-binary,MINSEC,B,13807222,1063545,1060037735,1
399592-Z,Francene,Gillmore,11/19/1995,Female,MINSUP,A,12769710,1897056,1588003297,1
871485-B,Brooke,Campo,8/29/1971,Male,MINCOM,D,14566516,1510401,898869247,1
100366-U,Lloyd,Lauthian,9/8/1974,Male,MINEDUB,D,4633512,1034135,1828312270,1
003559-G,Darby,Sherrocks,10/27/1982,Female,MINCOM,B,3589703,634092,124651867,1
751141-U,Osbert,Coats,2/24/1976,Male,MINSEC,B,8357993,708358,1866974427,1
468030-D,Addia,Dziwisz,5/24/1980,Female,MINREX,D,14848644,698376,116792056,1
659105-Z,Wilfred,Bulstrode,6/27/1983,Male,MINEDUB,D,5385076,1894429,229274952,1
591472-W,Katalin,Briars,7/25/2002,Female,MINFI,A,11233511,490804,237319471,1
035834-Y,Sissy,Pinshon,2/29/1988,Bigender,MINCOM,C,4180445,2050852,93651067,1
429415-O,Anabel,Sutherden,4/3/1984,Bigender,MINSEC,D,14930772,2238509,109179501,1
581682-X,Annabella,Laister,7/16/2000,Female,MINSEC,B,1631662,1241048,1374554481,1
957045-R,Miof mela,Adriaens,3/20/2001,Female,MINCOM,C,13317303,596904,1606933734,1
607108-H,Priscilla,Fleckney,12/11/1992,Female,MINCOM,D,15551981,408461,474806958,1
213009-N,Olivier,Semble,8/9/1980,Male,MINCOM,A,12697331,668777,1403077070,1
559283-G,Ivie,Haylett,8/25/2001,Female,MINCOM,B,13715233,1786959,1799913106,1
610225-L,Cordie,Ciccerale,5/3/1996,Female,MINEDUB,C,14150753,1240906,734590827,1
628927-K,Valida,Mordey,3/19/1971,Bigender,MINFI,D,7904450,2467100,1642004167,1
039739-T,Link,Klainer,12/21/1977,Male,MINEDUB,D,2870010,1510031,1407531588,1
261610-M,Noel,Philippe,9/24/1982,Male,MINREX,C,10988647,617219,1332792223,1
037463-U,Brod,Hedon,12/16/1997,Male,MINSEC,D,8104007,2273511,379448225,1
540122-A,Nerita,Beedom,2/2/1987,Female,MINREX,A,165238,883619,1352048553,1
728981-Z,Hernando,Hallewell,2/12/1985,Male,MINSEC,B,8599767,2275727,851947312,1
031940-E,Zora,Eastabrook,5/29/1975,Female,MINCOM,C,11175324,1351428,1380828547,1
928564-O,Annette,Risebrow,5/21/1970,Genderqueer,MINEDUB,C,15322530,445158,482134762,1
747340-F,Tabb,Double,9/11/1981,Male,MINSEC,B,1966645,217936,1824620154,1
968272-I,Westbrook,Feaver,7/23/1972,Male,MINFI,C,8079700,2230474,1276592808,1
587538-Z,Lannie,Cleverly,4/4/1992,Male,MINEDUB,B,11178700,1488837,1574103561,1
525238-A,Jeni,Gummary,4/25/1997,Genderqueer,MINREX,C,10206067,1916458,380056530,1
450640-H,Audrye,Sturgis,5/23/2002,Female,MINFI,B,8673822,899877,999738307,1
202752-C,Melantha,Levinge,5/9/1986,Genderfluid,MINSUP,A,9210686,2065891,1462483244,1
477315-J,Eadie,Munford,10/7/1976,Female,MINCOM,C,2440755,1532439,1353572187,1
810564-M,Sylvan,Grice,11/8/1998,Male,MINCOM,C,9891072,1756690,429540961,1
392557-D,Mireille,Rekes,5/15/1984,Female,MINSUP,D,4761244,307594,718147292,1
531324-T,Kinsley,Emanson,8/27/1980,Male,MINFI,C,15330473,487166,1537107476,1
570902-G,Velvet,Smethurst,4/9/1998,Female,MINFI,A,10242566,868284,603830146,1
720851-K,Stesha,Kilmister,9/4/1980,Female,MINEDUB,C,1155563,1599199,812883440,1
781597-S,Mallorie,Tacker,11/6/1974,Female,MINSEC,B,6824137,226502,473110783,1
119626-J,Lorne,Schaumann,2/12/1978,Male,MINSUP,A,3643997,1298714,165505201,1
072242-X,Shauna,Domniney,10/24/2000,Female,MINEDUB,C,15040428,6055,188773201,1
212958-D,Jemima,Colecrough,2/28/1974,Female,MINFI,C,11309174,866720,1124056258,1
502867-O,Davidson,Mapplethorpe,12/12/1977,Male,MINREX,C,15319987,1771334,699708691,1
015672-M,Lori,McClean,5/24/1980,Agender,MINCOM,C,15014233,453907,1663100684,1
707820-J,Cass,Burgisi,12/24/1992,Male,MINREX,D,9284027,2177161,1090059379,1
042520-N,Wynn,D'Alesio,2/7/1982,Male,MINCOM,D,6014987,1762452,495101645,1
116407-X,Merry,Byrcher,7/2/1989,Male,MINCOM,C,4035087,111966,1118664416,1
082010-A,Hakim,Shearsby,10/16/1985,Male,MINSEC,C,1547593,445618,1459639638,1
747404-Y,Palm,Drury,7/3/1988,Male,MINSUP,A,8746927,418654,132295204,1
074927-E,Kissee,Ocklin,2/22/1991,Female,MINSUP,D,12270910,1523846,1086762252,1
854475-S,Darrin,Buttel,2/21/1975,Male,MINCOM,B,8901412,185892,1789886300,1
676390-H,Nanette,Maddock,11/8/2002,Female,MINSUP,C,8521325,1318761,1008822051,1
298520-Z,Natty,Preon,4/28/1989,Non-binary,MINCOM,C,14848515,1060438,1402469500,1
442110-D,Westleigh,Auger,5/10/1970,Genderqueer,MINREX,A,386459,609368,56105936,1
557270-H,Allan,De Metz,5/10/2000,Male,MINFI,B,8134055,2305593,118742490,1
150879-E,Nicolea,Lang,5/26/1985,Female,MINCOM,B,13270963,2061367,261105646,1
527879-U,Brenda,Medgewick,1/23/1982,Female,MINSUP,C,4224508,2192934,1552197937,1
390145-I,Marilin,Askem,2/14/1990,Female,MINREX,A,7751596,2582179,293416334,1
286756-Q,Conway,Fancutt,2/15/1989,Agender,MINSEC,C,11199823,1505949,1713811407,1
147998-C,Leoine,Quant,8/28/2002,Female,MINFI,D,6346075,1965212,969994130,1
414852-Q,Bogey,Osment,12/9/1991,Male,MINSUP,D,15847581,496712,1450568184,1
009676-C,Keary,Heaven,3/8/1980,Bigender,MINSEC,A,15456617,1368160,1760582032,1
316192-C,Hubey,Bowart,8/7/1989,Male,MINSEC,C,9536857,772941,1878534175,1
044690-Z,Elaina,Cains,3/17/1971,Female,MINREX,B,3923102,2374110,1850474459,1
376300-S,Shalna,Dyter,3/6/1976,Female,MINREX,C,11031838,294740,861958328,1
084227-U,Tomas,Feathersby,1/8/1987,Male,MINSEC,A,10548778,158342,873322623,1
950728-N,Jenna,Barrasse,9/7/1972,Female,MINSUP,C,1484711,952576,1573037624,1
552148-D,Vinnie,Asgodby,4/17/1973,Male,MINEDUB,D,4853813,941576,1715286447,1
153874-Z,Danyette,Bolin,3/1/1977,Female,MINREX,C,13244315,1124162,120036478,1
873488-R,Javier,Minifie,9/29/1970,Male,MINCOM,C,14935047,2224851,563398165,1
250729-S,Oralle,Zoephel,2/7/1978,Female,MINEDUB,A,9750525,1936109,903495872,1
240697-N,Norrie,Amery,7/25/1998,Male,MINFI,D,8937051,279163,1090828128,1
442625-G,Ivy,Cartmail,5/12/1974,Female,MINEDUB,C,2467688,2290389,991927367,1
114769-L,Aarika,Vedenyakin,8/18/1977,Female,MINREX,D,5386626,793137,612271393,1
955558-N,Magnum,Marquet,10/11/1978,Male,MINSUP,D,7267134,2188558,103838478,1
206756-K,Odilia,Delamaine,8/29/1994,Female,MINEDUB,C,8042213,2558200,1430679126,1
622147-S,Prentiss,Bonham,3/25/1985,Male,MINFI,A,5863567,2506510,511636416,1
541059-K,Theresina,Weyland,10/6/1997,Female,MINREX,A,14836550,1120235,434219504,1
652125-K,Leesa,Dolohunty,12/24/1971,Female,MINCOM,B,871854,763047,708325495,1
795948-B,Dotty,Nagle,9/4/2000,Female,MINCOM,B,2974106,1787724,368557572,1
457502-B,Libbey,Petow,11/8/1978,Female,MINFI,A,7923084,2009086,508005166,1
451566-J,Stuart,Glede,10/9/1982,Male,MINSUP,C,8115924,1063660,1244556536,1
601358-D,Trixie,Fritschmann,2/21/1988,Female,MINSUP,D,5520007,2124440,696831563,1
065651-I,Ramona,Reedy,11/19/1988,Female,MINREX,B,10091961,1380017,23709430,1
345839-U,Delbert,Maundrell,4/10/1970,Male,MINEDUB,B,2793413,2273529,965966022,1
695596-H,Josepha,Dalbey,3/28/2002,Female,MINSEC,B,15467477,1032974,927284153,1
640457-C,Jakie,Cockaday,4/20/1998,Non-binary,MINREX,C,3472211,525776,854704744,1
019795-A,Wang,Flawn,4/12/1977,Male,MINSEC,C,281442,1520556,106060404,1
007507-A,Minne,Twelves,5/25/1990,Female,MINCOM,C,3151311,1905833,911828991,1
810863-I,Pierson,Patrono,4/30/1990,Male,MINEDUB,C,3529855,1614305,821602567,1
653537-B,Hamish,Luker,7/25/1983,Male,MINFI,A,13455975,1411297,717208746,1
354955-T,Dewain,Keuning,1/3/1999,Male,MINSEC,B,8733634,1249356,559005888,1
040575-R,Kaela,Cleall,4/15/1993,Female,MINSEC,C,3067671,950901,498005293,1
141206-L,Jeni,Paige,11/7/1978,Female,MINSEC,B,11642358,2569640,777146258,1
561500-C,Garek,Partner,7/7/1992,Non-binary,MINCOM,C,14066439,217645,391549243,1
619709-Y,Hyacinthe,Meuse,12/11/1992,Female,MINEDUB,D,7196213,2037360,1855908189,1
914859-C,Andris,Whenham,5/5/1977,Male,MINREX,A,10314955,2535358,1227481500,1
655536-X,Rena,Haxby,3/21/1992,Female,MINSUP,A,7145417,441780,6241210,1
862736-G,Artemus,Stayt,7/5/1988,Male,MINREX,B,2552910,1550268,628193434,1
873950-G,Aile,Verick,5/21/1981,Female,MINREX,A,3115789,307417,1779828563,1
435994-M,Jaymie,Preddy,9/22/1991,Male,MINCOM,C,13675405,1446097,580177877,1
655449-Z,Evy,Hulse,6/14/1979,Female,MINSEC,C,6971824,2294739,289943861,1
901115-J,Alta,Pinckney,8/5/1978,Female,MINCOM,A,13042574,1463387,1145907516,1
504423-F,Luther,Harmant,7/24/1997,Male,MINSUP,C,5342578,1833221,36648748,1
644371-L,Ware,Calderonello,3/11/1990,Male,MINFI,A,2055025,961969,743335117,1
055130-Y,Timoteo,Spivey,4/10/1988,Male,MINFI,B,13231218,1113106,1674709186,1
268333-Q,Angie,Melliard,3/24/1978,Female,MINSUP,D,13102284,104549,277365343,1
546707-X,Meara,Widdall,3/18/1979,Genderfluid,MINREX,C,4568508,2192712,1080074987,1
129529-X,Amery,Petch,4/19/1982,Male,MINSEC,D,5225210,632836,1635547876,1
123747-I,Fawn,Rue,9/8/2000,Female,MINREX,A,7843363,2584664,1466027225,1
336680-N,Berty,Romme,10/19/1999,Female,MINEDUB,B,1953942,1284066,1002779364,1
170725-I,Desmund,Seabrooke,4/16/1984,Male,MINSEC,B,15845466,576730,677915697,1
908785-M,Ganny,Ripping,6/27/1985,Male,MINSUP,B,10206983,1817130,422035501,1
797203-Q,Chiquia,Brabyn,7/16/1997,Female,MINSUP,D,6782099,914033,719179552,1
364868-C,Delphine,MacDermid,5/25/1987,Female,MINCOM,A,9140134,1707411,1844493504,1
795652-F,Delmor,Limprecht,4/21/1972,Male,MINEDUB,B,4950968,2491401,1419864084,1
593061-F,Trevar,Menichini,12/15/1972,Male,MINEDUB,C,10166831,2101401,1690162769,1
435581-C,Sibel,Tefft,6/30/2000,Female,MINEDUB,D,14815816,203369,693857355,1
934353-R,Aldric,Crowder,8/1/1977,Male,MINFI,D,5321586,1798672,1336090256,1
016891-Z,Michele,Valois,5/25/1992,Non-binary,MINEDUB,A,4934195,406599,32140445,0
111661-H,Giselbert,Beynke,6/20/1996,Male,MINSUP,C,11705149,1364675,1381595545,1
492804-M,Nicolle,Pawley,4/12/1973,Female,MINSUP,C,17485852,1731619,1920876405,1
794727-A,Raviv,Quipp,1/4/1985,Male,MINSEC,D,17886086,2075069,70437720,0
762141-Q,Creight,Presley,12/6/1980,Male,MINSUP,A,21580693,3813952,723816407,1
875205-L,Karel,Refford,12/26/1981,Female,MINFI,D,13900524,5000008,726921132,1
598551-O,Zollie,Mosedall,4/9/1976,Male,MINEDUB,A,6957192,3541194,1767732550,0
885735-N,Morgen,Marle,12/7/1990,Female,MINSEC,D,2551813,3476769,883039136,0
165484-T,Annemarie,Crowther,9/6/1994,Female,MINREX,B,6395077,2117765,304511600,0
333096-J,Lucais,Blakeman,10/26/1990,Male,MINSEC,A,13895710,589252,769483239,0
829280-N,Margret,Andric,5/8/1997,Female,MINFI,A,26911938,1622752,702327019,0
646053-R,Diane-marie,Collabine,8/31/1982,Female,MINSUP,B,4640486,4995527,996201234,1
115287-R,Rollin,Kilmister,6/10/1973,Male,MINREX,A,19210622,2020205,1007537148,0
659248-I,Raphaela,Lawn,2/23/1978,Female,MINEDUB,D,1330828,1468049,185008635,1
493179-D,Marris,Viollet,6/19/1971,Female,MINREX,B,14632946,2194060,1340013062,0
395190-C,Inglis,Moffat,1/10/1996,Male,MINREX,A,20447682,2178290,1697168267,0
297170-J,Jermayne,Fullwood,8/30/1999,Male,MINCOM,A,10302481,3440324,856139516,1
571500-A,Galen,Ballefant,12/31/1984,Male,MINFI,D,27569711,1774471,1398674714,0
314104-Y,Calley,Dent,8/12/1990,Female,MINSEC,D,6883828,1387321,1134005009,1
840739-Z,Nickolas,Erdely,10/14/1999,Male,MINEDUB,A,6576558,5448320,516664609,0
525916-M,Raquel,Valentin,9/19/1976,Female,MINEDUB,A,11525090,5870250,1118587693,1
492459-O,Bary,Baudon,2/26/1999,Male,MINEDUB,A,14872380,232685,438145518,1
710578-R,Chloris,MacLeese,11/28/1981,Female,MINCOM,B,874227,1784849,294202309,1
513176-Y,Laverna,Steen,2/14/1975,Female,MINEDUB,A,4993705,1130991,635748954,0
995417-T,Ignace,Codeman,8/5/2000,Male,MINSEC,C,27688145,4127419,172776346,1
750368-D,Emogene,Avramovsky,5/1/1994,Female,MINREX,C,28562135,2663900,1710922938,1
116772-V,Genevra,Sage,11/12/1988,Agender,MINREX,A,26580271,2393333,256656015,1
894632-I,Glennie,Jennings,2/7/1996,Bigender,MINSUP,D,28284647,5272041,1837108443,1
542173-P,Mada,Blowne,2/15/1970,Female,MINSEC,A,1155110,3800694,328631398,1
350750-P,Wood,Elcoate,1/9/1986,Male,MINEDUB,A,13143185,156092,1392563662,1
145290-V,Tad,Brudenell,5/11/1983,Male,MINSUP,A,15087783,4143768,1934082859,1
714112-E,Jordanna,Tyrwhitt,9/23/1993,Female,MINCOM,B,4326871,64396,1674543489,1
413664-J,Jenelle,Anfusso,9/23/1987,Female,MINEDUB,C,17596370,1002213,1297632726,1
555016-E,Agnes,Walmsley,11/23/1978,Female,MINCOM,C,10500207,4209513,888204295,0
334439-V,Kaja,MacCartney,10/30/2002,Female,MINEDUB,D,16523588,2542977,198542611,0
577662-D,Royce,Thecham,11/6/1978,Male,MINEDUB,A,2478881,5212481,1851436003,0
578698-K,Reinaldos,Consadine,6/26/1983,Male,MINSUP,D,18234283,477970,864144381,0
509911-L,Britni,Crim,8/18/1996,Female,MINCOM,D,11318537,3772264,848815405,0
937861-B,Theodosia,Hickenbottom,10/5/1987,Female,MINCOM,D,24316149,2139607,1363887836,0
015749-D,Jeremias,Kibbye,8/8/1978,Male,MINSUP,D,9085385,4968556,7821792,1
915053-T,Elset,Mecchi,6/21/1993,Female,MINFI,D,24719413,1164889,1472602096,1
803083-L,Kennie,Fruish,1/6/1972,Male,MINFI,A,959758,4270670,625775038,1
019171-F,Isaiah,Frawley,8/4/1988,Male,MINCOM,D,24434690,5148421,1193771711,1
841456-E,Thadeus,L' Estrange,9/27/1975,Male,MINSEC,C,13997863,5719727,806774039,1
930999-I,Base,Donnison,4/24/1970,Male,MINCOM,B,22047748,5840619,1415561515,0
914756-C,Tam,Roubeix,7/2/1974,Male,MINEDUB,A,17172280,5588252,297440377,0
241117-O,Urbain,Newiss,7/20/1975,Male,MINSUP,A,1349827,1284183,1425622465,1
076795-R,Nikos,Sleightholm,1/9/1996,Male,MINEDUB,A,10844736,4948272,428394204,1
149553-I,Franklin,Harrismith,6/14/1976,Male,MINSEC,A,24521903,5740521,1209333500,1
293051-P,Alfie,Kabsch,5/9/1979,Female,MINREX,D,28935744,676394,1582479416,0
882125-U,Vevay,Bellefant,1/23/1977,Female,MINCOM,B,28753485,4666544,1736194517,1
031325-M,Forster,Schulze,7/25/1993,Male,MINCOM,A,2722986,863486,1058927064,1
828999-S,Gavan,Bonehill,3/27/1986,Male,MINSEC,C,13122101,4098010,713946685,0
637478-B,Lexi,Gyves,4/23/1972,Female,MINSUP,C,11380035,171179,1120204980,0
989261-V,Evelyn,Gheerhaert,1/26/1970,Female,MINEDUB,A,25670152,4930513,104869820,0
388931-Y,Kelly,Ranfield,2/10/1991,Male,MINFI,D,17704083,3479765,1764278067,1
498098-B,Veronique,Abbots,9/29/1993,Female,MINSUP,D,28263434,4654072,1110463714,1
704931-A,Emmett,Laurenceau,9/5/1989,Male,MINSEC,C,10442932,4953871,1313846372,1
332202-U,Dall,Castaner,6/29/1994,Male,MINSUP,A,772440,2647321,438957488,0
779018-L,Irvine,Demangeon,7/13/1995,Male,MINREX,D,10505743,3636512,1117742212,1
419198-I,Lydia,Sparsholt,5/6/1992,Female,MINCOM,A,12838118,170876,467347242,0
695100-D,Peg,Douglas,9/26/1997,Agender,MINREX,B,21600685,2947976,1488153649,0
561084-I,Joyce,Tabbernor,9/19/1987,Female,MINREX,B,16813100,4209418,1828781852,1
745910-H,Karly,Croall,11/14/1971,Female,MINREX,D,21653873,1989972,903328040,1
045906-M,Kathrine,Persehouse,8/2/1973,Genderfluid,MINSEC,C,7487522,4790058,24391051,0
626602-Y,Stanly,Arthey,6/17/1983,Male,MINSEC,C,19358258,1055877,455486109,1
457633-U,Spenser,Woollcott,1/6/1980,Male,MINEDUB,A,14521425,2575818,834093476,1
327134-O,Gelya,Hatherill,12/5/1998,Genderqueer,MINSEC,D,26407326,4232989,1565504525,1
829966-O,Kalil,Warlowe,3/15/1987,Genderfluid,MINFI,C,4427122,1306250,1127948544,1
552020-G,Eadith,Trimby,6/14/1974,Female,MINSEC,B,25961076,1855768,559772325,0
673109-H,Shea,Waggett,5/7/1997,Male,MINEDUB,D,11018803,871476,1125770495,0
258680-Z,Rad,Darrigrand,8/18/1970,Male,MINFI,A,8689651,1323872,519940058,0
600700-U,Griffin,McKeney,6/26/1974,Male,MINSEC,D,26274109,2804310,793727704,0
182198-L,Deerdre,Severs,2/19/1980,Female,MINSUP,D,8291825,5266226,1758472718,1
348213-B,Travis,Griggs,7/29/1989,Male,MINEDUB,C,29381122,1215993,1296020190,1
208694-G,Aaren,Founds,4/17/1980,Female,MINSUP,D,14849715,5236527,538165381,1
627517-H,Roselia,Firle,4/20/1978,Female,MINREX,D,25585471,5758766,819231898,0
281347-F,Ferdinande,Dudill,11/15/1984,Female,MINEDUB,A,24166079,3061949,1966212711,1
960394-D,Gavrielle,Oppie,3/12/1986,Female,MINEDUB,A,9383415,4547603,480649221,1
719773-E,Ester,Russam,6/22/1976,Female,MINREX,A,19024046,3056474,873685459,0
569318-N,Goran,Thurlborn,1/23/1970,Male,MINCOM,A,3530479,126268,121011324,1
526077-G,Crawford,Rodenhurst,3/25/1980,Male,MINSEC,C,818541,201305,1466008120,1
904520-R,Melony,Gillies,3/14/1988,Female,MINSUP,B,27902373,3791429,1031766419,1
634267-Y,Shannen,Been,5/21/2000,Female,MINSUP,C,18227286,43568,924707467,1
232785-T,Muhammad,Oade,1/31/1984,Male,MINSEC,C,9149662,5530590,1997001389,1
528645-A,Modestia,Keme,6/20/1973,Female,MINFI,B,25371806,1999862,1505999592,1
105160-F,Korry,Dufore,8/2/1978,Female,MINREX,A,27539407,5679813,723733740,1
